gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0.0,1,0,0.3106496,1,0,1,0,2,0,2,2,2,1,1,1,1.1445895,0.78595895,1
0,0.0,0,0,0.799294,1,0,0,0,0,2,0,0,2,0,1,2,-0.1765391,0.3363118,0
0,0.0,1,0,0.59569216,1,0,0,0,2,0,0,2,0,0,1,0,-0.20478964,0.19490583,0
0,0.0,0,0,-0.3815966,1,0,0,0,0,2,0,0,0,0,0,1,-0.5005895,-0.5300701,0
1,0.0,1,1,1.369379,1,0,0,2,2,2,2,0,0,2,0,3,0.036170926,0.8013445,0
0,0.0,0,0,-0.992402,1,2,1,0,0,0,0,0,0,0,1,2,0.29042587,-0.7283166,0
1,0.0,0,0,0.59569216,1,0,1,2,0,0,0,0,2,0,0,3,0.68925714,0.77717346,1
0,0.0,0,0,-1.0331224,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351,-0.9346422,1
0,0.0,1,1,1.5729809,1,2,1,2,2,2,2,2,2,2,0,1,1.6248488,2.5980568,0
0,0.0,0,0,0.71785325,1,2,1,2,2,0,0,0,0,0,1,2,0.61946166,0.80869514,0
1,0.0,1,0,0.55497175,1,0,0,2,2,2,2,0,0,2,0,3,0.029523736,0.3378349,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.18739446,-0.97633994,1
0,0.0,0,0,1.369379,0,1,0,2,0,2,2,2,2,2,1,0,-0.1133908,0.8438811,0
0,0.0,1,0,0.39209032,1,2,1,0,0,2,2,0,0,0,1,1,0.70255154,0.639189,0
0,0.0,0,0,-1.1145631,1,0,1,0,0,0,2,0,0,0,1,3,0.36188313,-0.831071,0
1,0.0,1,1,-1.0331224,1,0,0,2,0,0,0,0,0,1,1,2,-0.4989277,-0.8611579,1
1,0.0,0,0,-0.1372744,1,2,0,0,2,2,0,0,2,1,0,1,0.20401242,-0.14008899,0
0,0.0,1,1,-0.21871513,1,0,0,0,2,0,0,0,0,0,0,3,-0.49560413,-0.41753694,0
0,0.0,0,0,-0.7073595,1,0,1,0,2,0,0,0,0,0,1,1,0.35025057,-0.5008442,1
0,0.0,1,1,-0.30015585,1,0,2,1,1,1,1,1,1,2,0,3,-1.4843733,-0.7928389,0
0,0.0,1,0,-0.8702409,1,2,1,0,0,0,0,2,2,0,1,2,0.97176266,-0.5311076,1
1,0.0,1,0,1.0028958,1,2,1,2,2,2,2,2,0,0,1,2,1.2725478,1.6086785,0
1,0.0,0,0,1.4100994,1,2,1,2,2,2,2,2,2,1,1,0,1.7810577,2.437954,1
0,0.0,1,0,0.59569216,1,2,1,0,0,2,0,2,2,0,0,2,1.1612074,1.0883726,0
0,0.0,0,0,-0.78880024,1,0,1,0,0,0,0,2,0,0,1,3,0.56960773,-0.5531816,0
1,0.0,0,0,-0.992402,0,1,0,2,0,0,0,0,0,0,1,2,-1.1403813,-0.90744704,1
0,0.0,1,0,0.47353107,1,2,1,0,0,0,0,2,2,0,1,2,1.0415581,0.91924167,1
1,0.0,1,1,1.5729809,1,2,0,2,0,0,0,2,0,1,1,2,0.047803503,1.0642457,0
1,0.0,1,0,-0.34087622,1,2,1,0,2,2,0,2,2,0,1,2,1.312431,0.06709745,1
1,0.0,0,0,-0.7073595,1,2,1,0,2,0,0,0,0,0,1,2,0.51310664,-0.47002888,1
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,2,-1.4960059,-0.99870086,0
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,0,0,0,1,3,0.2605135,-0.93929976,0
1,0.0,0,0,0.9214551,1,2,1,2,2,2,2,2,2,0,1,2,1.7195712,1.8103465,0
1,0.0,0,0,1.5729809,1,2,1,0,2,0,2,2,2,2,1,2,1.3971827,2.3580682,0
1,0.0,1,1,0.71785325,1,2,2,1,1,1,1,1,1,2,0,3,-1.323179,-0.45051548,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,2,0.81389195,-0.96801805,0
1,0.0,0,0,-1.1145631,1,0,2,1,1,1,1,1,1,0,1,3,-1.5126239,-0.96943074,0
0,0.0,0,0,1.369379,1,2,1,2,2,2,2,2,0,1,1,0,1.3224018,1.9853932,0
0,0.0,1,1,0.6771329,1,0,0,2,2,2,2,2,2,1,1,3,0.74575824,0.9108094,0
0,0.0,1,0,-1.1960039,0,1,0,0,2,0,0,0,0,0,1,2,-1.1304106,-0.9708435,0
1,0.0,1,1,1.369379,1,2,2,1,1,1,1,1,1,1,1,1,-1.2982521,-0.250481,0
1,0.0,0,1,-0.8702409,1,2,1,0,0,0,0,0,2,0,0,2,0.7125223,-0.6130904,0
1,0.0,0,0,-0.17799476,0,1,0,0,0,0,2,0,0,0,1,1,-1.1520139,-0.64944625,0
1,0.0,1,0,1.3286587,1,2,1,2,2,2,0,2,0,2,1,2,1.1495749,1.7948947,0
0,0.0,0,0,1.2064976,1,0,2,1,1,1,1,1,1,2,1,1,-1.5142857,-0.5113514,0
0,0.0,1,0,-1.2367243,1,0,2,1,1,1,1,1,1,0,0,0,-1.4843733,-0.98837024,0
0,0.0,0,0,-1.2367243,1,0,2,1,1,1,1,1,1,0,0,1,-1.4760643,-0.99192417,0
0,0.0,1,1,0.9214551,1,2,2,1,1,1,1,1,1,2,1,1,-1.2999139,-0.39464623,0
1,0.0,1,0,0.35136998,1,0,1,0,2,0,0,2,2,0,1,2,0.9900424,0.69291705,0
0,0.0,1,1,-0.62591875,1,2,1,2,0,2,0,2,2,0,1,2,1.3107692,-0.23770016,1
0,0.0,0,0,-0.09655403,1,0,1,0,0,0,2,2,2,1,1,0,0.985057,0.15724762,0
1,0.0,0,0,-0.62591875,1,0,0,2,2,0,0,0,0,1,0,3,-0.2878795,-0.58936083,0
0,0.0,1,1,-0.66663915,1,0,0,2,2,0,2,0,2,2,0,0,0.11593718,-0.51523644,0
1,0.0,0,0,1.6137012,1,2,2,1,1,1,1,1,1,2,0,0,-1.3298262,-0.22264571,0
1,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,0,0,0,1,2,0.3818247,-0.7050727,0
0,0.0,0,0,-1.2774446,1,0,1,0,2,0,0,0,0,0,0,2,0.3186764,-0.9745961,0
1,0.0,0,1,-0.3815966,1,0,0,0,2,0,2,0,0,0,0,2,-0.35268956,-0.428,0
1,0.0,0,1,-0.992402,1,0,2,1,1,1,1,1,1,0,0,0,-1.5059767,-0.93713653,0
1,0.0,1,1,-0.54447806,0,1,0,2,2,0,0,0,0,0,1,3,-0.99081963,-0.7380292,0
0,0.0,0,0,-1.0331224,1,2,0,2,0,0,0,0,0,0,1,2,-0.36930755,-0.8289078,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.1624675,-0.97667104,1
1,0.0,0,0,1.1657772,1,2,1,2,0,2,0,2,2,1,0,2,1.3041221,1.8019142,0
0,0.0,1,0,1.0028958,1,0,0,2,2,0,2,2,0,2,1,1,0.18573265,0.8135293,0
1,0.0,0,0,-0.9516817,1,0,1,0,0,0,0,0,2,0,1,2,0.5330482,-0.6926009,1
1,0.0,0,1,-0.7073595,1,0,0,2,0,2,0,0,2,1,0,3,0.0029349842,-0.58768326,0
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993294,-0.998745,0
0,0.0,1,0,-0.8295206,1,0,0,0,0,0,0,0,0,0,0,0,-0.62688607,-0.78405344,0
1,0.0,0,0,0.8807347,1,0,2,1,1,1,1,1,1,2,0,3,-1.4876969,-0.49987292,0
1,0.0,1,1,-1.1552835,1,0,0,0,0,0,0,0,0,0,0,2,-0.6634456,-0.9325231,0
0,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,2,0,0,1,3,0.51643026,-0.77489275,1
0,0.0,1,0,-0.50375766,1,0,2,1,1,1,1,1,1,1,0,3,-1.4760643,-0.83385235,0
0,0.0,0,1,-0.2594355,0,1,0,2,0,0,2,0,2,0,0,3,-0.6302097,-0.50104284,0
1,0.0,1,0,0.14776814,1,2,1,0,0,0,0,0,2,0,1,2,0.64272684,0.3265551,1
0,0.0,1,0,0.84001434,1,2,1,0,2,2,2,2,2,1,1,0,1.46864,1.5170494,0
1,0.0,0,0,-1.1960039,1,0,0,0,0,0,2,2,2,0,1,2,0.15249671,-0.92294294,1
0,0.0,0,0,1.4508197,0,1,0,2,2,2,2,2,2,2,0,1,-0.013682986,0.9967213,0
1,0.0,1,1,1.6137012,1,2,0,2,2,2,2,2,2,2,1,1,0.86540765,1.8169907,0
1,0.0,0,0,-0.8295206,1,2,2,1,1,1,1,1,1,1,0,1,-1.323179,-0.8836292,0
0,0.0,1,1,0.066327415,1,2,1,0,2,0,0,0,0,0,1,3,0.4931651,0.19265428,1
0,0.0,1,0,1.4508197,1,2,1,2,2,0,0,0,0,2,1,0,0.6626684,1.5138928,0
0,0.0,0,1,0.71785325,1,0,0,2,0,2,2,2,0,1,1,1,0.20068882,0.52811265,0
0,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,2,0,0,1,2,-0.9409657,-0.9913282,1
0,0.0,0,0,0.35136998,1,2,1,0,2,2,0,2,2,0,1,2,1.3174164,0.8176351,0
1,0.0,1,0,-0.09655403,1,2,1,0,0,0,2,2,2,0,1,2,1.2210321,0.28066328,0
1,0.0,0,0,-1.2774446,1,2,0,0,2,0,0,0,0,0,0,2,-0.34770417,-0.98344773,0
1,0.0,1,1,-0.1372744,1,2,1,0,0,2,0,2,2,0,1,2,1.3024602,0.30147904,0
0,0.0,1,1,-0.3815966,1,2,0,2,2,2,2,2,2,2,1,1,0.87537843,-0.03691518,0
1,0.0,0,1,1.1250569,1,0,2,1,1,1,1,1,1,2,0,3,-1.4893587,-0.48210335,0
0,0.0,1,0,1.6137012,1,2,2,1,1,1,1,1,1,2,0,1,-1.2733251,-0.16220713,0
1,0.0,0,1,-0.42231694,1,0,1,0,2,2,0,2,0,0,1,2,0.81887734,-0.12379839,1
1,0.0,0,0,1.6137012,1,0,0,2,2,2,2,2,0,2,1,0,0.34360337,1.3484703,0
0,0.0,0,0,1.369379,1,2,1,0,2,2,0,2,2,1,0,0,1.4403894,2.188275,0
0,0.0,1,0,1.6137012,1,2,1,0,2,2,2,2,2,2,1,2,1.5085231,2.523888,0
0,0.0,1,0,0.59569216,1,2,1,2,0,0,0,0,0,0,0,2,0.51809204,0.6816152,1
0,0.0,0,0,0.7585736,1,2,1,0,2,2,2,2,2,1,1,2,1.5533916,1.5104493,0
0,0.0,1,1,1.5322605,1,2,1,0,2,2,0,2,2,1,1,2,1.3872119,2.2582057,0
1,0.0,0,0,-0.9516817,1,0,2,1,1,1,1,1,1,1,1,2,-1.4910206,-0.9347525,0
1,0.0,1,1,1.0843365,1,2,1,2,2,0,2,2,2,2,1,3,1.5400972,1.886568,0
1,0.0,0,1,-1.1960039,1,0,0,0,0,0,2,2,2,0,0,3,0.19736524,-0.9078002,0
1,0.0,1,0,0.22920887,0,1,0,0,0,0,0,0,0,0,1,2,-1.3265026,-0.58547586,0
0,0.0,0,0,0.18848851,1,2,1,2,2,2,0,0,0,0,0,0,0.878702,0.48579684,0
1,0.0,0,0,0.18848851,1,0,0,2,2,2,2,0,0,2,0,0,0.02786194,0.01407573,0
0,0.0,1,0,-0.34087622,0,1,0,0,0,2,0,0,2,0,1,1,-0.8013748,-0.59538704,1
0,0.0,1,1,-0.74807984,1,0,0,2,2,0,2,0,0,0,0,0,-0.1765391,-0.66269064,0
1,0.0,1,0,1.6137012,1,2,1,2,2,0,2,2,2,2,1,1,1.5018759,2.4592555,0
1,0.0,1,0,0.84001434,0,1,0,0,2,2,2,2,2,1,1,2,-0.14330316,0.39836177,1
0,0.0,1,0,-0.992402,1,2,1,0,0,0,0,0,2,0,1,2,0.6693156,-0.66971016,1
1,0.0,1,1,1.6137012,0,1,0,2,2,2,0,0,0,2,0,1,-0.87283206,0.21238843,0
0,0.0,1,0,-0.62591875,1,2,1,0,0,0,0,2,2,0,1,2,0.9235705,-0.29456276,0
0,0.0,1,1,-1.2367243,1,0,1,0,2,0,0,0,0,0,1,0,0.29208767,-0.94322896,1
0,0.0,1,0,-0.992402,1,0,2,1,1,1,1,1,1,0,0,0,-1.4827116,-0.9384389,1
0,0.0,1,0,0.6364125,0,1,0,0,2,2,0,0,0,1,0,3,-0.9991286,-0.29906586,1
0,0.0,0,0,-0.91096133,1,2,2,1,1,1,1,1,1,0,1,3,-1.3381352,-0.8881543,0
1,0.0,1,1,-1.318165,1,0,2,1,1,1,1,1,1,1,1,3,-1.4976677,-0.3904632,0
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4677553,-0.99832565,0
0,0.0,0,0,-0.1372744,1,0,0,2,0,2,2,0,0,1,0,1,-0.2247312,-0.24167348,0
0,0.0,1,1,1.3286587,1,2,1,0,2,2,0,2,2,1,1,2,1.418786,2.1039083,0
0,0.0,0,0,-0.992402,1,2,0,2,2,2,0,0,0,0,1,0,0.024538346,-0.754386,0
1,0.0,1,0,1.1657772,1,2,2,1,1,1,1,1,1,2,0,0,-1.306561,-0.32815936,0
0,0.0,0,0,0.5142514,1,2,1,0,0,2,0,2,2,1,1,0,1.1761637,0.9614913,0
1,0.0,1,1,1.6137012,1,2,1,0,2,2,0,2,2,1,1,1,1.3190782,2.2855773,0
1,0.0,1,1,-0.8295206,1,0,2,1,1,1,1,1,1,0,1,2,-1.4494756,-0.8723052,0
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,2,2,0,0,2,1.0448817,-0.7250055,0
1,0.0,0,0,-0.9516817,1,0,0,0,0,0,0,0,0,0,1,3,-0.67674,-0.85371894,0
0,0.0,1,0,0.4328107,1,2,1,0,0,2,2,2,2,1,1,2,1.4221096,0.99420494,1
1,0.0,1,1,1.0436162,1,2,1,0,0,2,2,0,2,2,0,0,0.9833952,1.4488187,0
1,0.0,1,0,-0.66663915,1,2,1,0,0,2,0,2,2,0,1,2,1.1296333,-0.30654892,1
1,0.0,1,1,-1.2367243,1,0,2,1,1,1,1,1,1,0,0,3,-1.4777261,-0.98965055,0
0,0.0,1,0,-0.992402,1,0,1,0,2,2,0,2,2,0,0,2,1.2093996,-0.6352968,1
0,0.0,1,0,0.3106496,1,2,1,2,0,2,0,2,2,1,0,0,1.3622849,0.8593991,0
1,0.0,0,0,-0.9516817,1,2,1,2,0,0,0,0,0,0,1,2,0.54468083,-0.66110134,0
1,0.0,0,0,0.35136998,1,0,1,0,2,0,2,2,0,1,1,2,0.82386273,0.639189,0
0,0.0,0,0,-0.2594355,1,0,0,0,2,2,0,0,0,0,1,1,-0.332748,-0.38630226,0
0,0.0,1,0,0.025607055,1,0,0,0,2,0,2,0,0,1,1,1,-0.36598396,-0.18745977,0
1,0.0,1,1,1.4508197,1,0,1,0,2,2,2,2,2,1,0,1,1.3622849,2.2253153,0
0,0.0,1,0,1.3286587,1,0,1,0,2,2,2,2,2,2,1,1,1.3656086,1.9617519,0
1,0.0,0,0,0.9214551,1,0,0,0,2,0,2,0,2,1,1,2,-0.018668378,0.5939594,0
1,0.0,0,0,-0.50375766,1,2,1,0,0,2,0,2,0,0,1,2,0.79561216,-0.22977561,1
1,0.0,0,0,-0.54447806,1,0,1,0,0,0,2,0,2,1,1,1,0.7623762,-0.24544814,0
0,0.0,0,0,0.5142514,1,2,1,0,0,2,0,0,2,0,1,1,0.8155537,0.8433292,0
0,0.0,1,1,1.5322605,1,0,2,1,1,1,1,1,1,2,1,1,-1.4827116,-0.38440388,0
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,2,0,0,1,2,0.4981505,-0.9347967,1
0,0.0,0,0,-0.21871513,1,2,1,0,0,0,0,2,2,0,1,3,0.9900424,0.19543561,1
0,0.0,1,0,-0.8295206,1,0,2,1,1,1,1,1,1,2,1,2,-1.4860351,-0.8906266,0
1,0.0,0,1,1.6137012,0,1,0,2,2,2,2,2,2,2,0,1,0.08103944,1.0550408,0
1,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,2,2,0,0,2,0.9900424,-0.48932156,0
0,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,1,3,0.14252593,-0.86680883,1
1,0.0,1,0,1.5729809,1,2,1,2,2,2,0,2,2,0,1,2,1.4204478,2.397956,0
1,0.0,0,0,0.10704778,1,0,0,0,0,2,2,2,2,1,1,2,0.27380788,0.083586715,0
1,0.0,1,1,1.5322605,1,2,1,2,2,2,2,2,2,2,0,1,1.6614084,2.4547966,0
0,0.0,0,0,-0.05583367,1,2,1,0,0,0,0,0,0,0,1,2,0.3751775,-0.023891527,0
1,0.0,1,1,0.799294,1,2,1,0,0,2,2,0,2,2,1,0,1.0465435,1.1956742,1
1,0.0,0,0,0.18848851,1,2,1,0,0,2,0,2,2,0,1,2,1.2077378,0.64550215,1
1,0.0,0,0,1.4915402,1,2,1,0,2,0,2,2,2,1,1,0,1.3273872,2.1802182,1
1,0.0,1,0,-0.09655403,1,2,1,0,0,0,0,0,0,0,0,3,0.43666402,0.030697443,0
0,0.0,0,0,0.025607055,1,2,1,2,0,0,0,0,2,0,1,2,0.86042225,0.31242773,0
1,0.0,1,0,0.8807347,1,2,1,0,2,2,2,2,2,2,1,2,1.5184939,1.6757834,0
0,0.0,0,0,1.0843365,1,2,0,2,0,0,2,0,2,1,0,0,0.13089335,0.78982186,0
1,0.0,0,0,0.9214551,0,1,0,2,2,0,0,2,0,0,1,2,-0.6617838,0.08703026,0
1,0.0,1,0,1.4915402,0,1,0,0,0,2,0,0,0,1,1,1,-1.1619847,-0.065169886,0
0,0.0,0,0,1.369379,1,2,1,0,2,0,0,2,0,1,1,0,0.8022593,1.6415025,0
1,0.0,1,1,0.18848851,1,0,0,2,0,2,2,0,0,1,1,3,-0.19980425,-0.034796078,0
1,0.0,1,0,-0.9516817,1,0,2,1,1,1,1,1,1,1,0,1,-1.4926823,-0.9265631,0
1,0.0,1,1,1.4915402,1,2,0,2,0,2,2,2,2,2,0,0,0.73578745,1.7271496,0
1,0.0,0,0,-0.91096133,1,0,0,0,2,0,0,2,0,0,1,3,-0.16989191,-0.7253366,0
1,0.0,0,1,0.3106496,1,0,0,2,2,0,0,0,0,0,1,3,-0.31613004,-0.06300663,1
1,0.0,0,1,-0.78880024,1,0,0,0,0,0,0,2,2,0,0,1,0.05445069,-0.64021933,0
0,0.0,0,0,-1.0738428,1,2,1,0,2,0,0,2,0,0,1,2,0.84214246,-0.7772767,1
0,0.0,1,1,1.4915402,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827116,-0.41694096,0
0,0.0,1,0,1.369379,1,2,1,0,2,2,2,2,2,1,1,1,1.4403894,2.1632655,0
1,0.0,0,0,-0.8702409,1,2,0,0,0,2,0,0,0,0,0,2,-0.36598396,-0.73900044,1
1,0.0,1,1,0.55497175,1,0,0,2,0,2,2,0,0,1,0,3,-0.26129073,0.12281219,0
0,0.0,0,0,-1.0738428,1,0,1,0,0,0,0,2,2,0,0,2,0.8155537,-0.7524214,1
0,0.0,1,1,0.9621754,1,2,1,2,0,2,2,2,2,0,1,3,1.4902433,1.6207088,0
1,0.0,1,1,1.5322605,1,2,2,1,1,1,1,1,1,2,0,1,-1.3165318,-0.21710514,0
0,0.0,1,1,0.025607055,1,2,0,0,0,2,2,2,2,1,1,2,0.47820893,0.110141724,0
0,0.0,1,1,1.6137012,1,2,0,2,2,0,2,0,0,2,0,1,0.06608327,1.0941559,0
0,0.0,1,0,-1.1960039,1,2,1,0,0,0,0,2,2,0,1,2,1.0116458,-0.87813276,1
0,0.0,0,1,-0.54447806,1,0,0,0,0,0,2,0,0,0,0,3,-0.53050184,-0.58640295,0
0,0.0,0,0,-1.1145631,0,1,0,0,0,0,0,2,2,0,0,2,-0.63353324,-0.9200071,1
0,0.0,1,0,1.5729809,1,0,0,0,2,2,2,2,2,2,1,1,0.52972466,1.5112439,0
1,0.0,1,0,-0.992402,1,0,1,2,0,0,0,0,0,0,1,2,0.3236618,-0.7381616,1
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,1,-1.4694172,-0.9983477,0
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.49482688,-0.97225624,1
0,0.0,0,0,1.1657772,1,2,1,2,2,2,2,2,2,1,1,3,1.673041,2.0801346,0
0,0.0,1,1,1.5729809,0,1,0,2,2,0,2,2,2,2,0,0,-0.1682301,0.8126464,0
0,0.0,1,0,1.4508197,1,2,1,0,2,2,0,0,0,1,0,1,0.7208313,1.5368056,0
1,0.0,0,0,0.55497175,0,1,0,0,0,2,2,0,0,1,0,1,-1.0323645,-0.32849047,0
1,0.0,0,0,0.025607055,1,2,1,2,0,0,0,0,0,1,0,0,0.5097831,0.14188412,0
0,0.0,1,1,0.84001434,1,2,1,2,2,2,2,0,2,2,1,0,1.3057839,1.4500327,0
0,0.0,1,0,0.71785325,1,2,1,2,2,2,0,2,2,0,0,0,1.4619927,1.3906537,0
0,0.0,0,0,1.0028958,0,1,0,2,0,2,2,0,0,1,1,1,-0.7864186,-0.01044847,0
0,0.0,1,1,0.8807347,1,0,2,1,1,1,1,1,1,2,1,0,-1.4760643,-0.52516973,0
0,0.0,1,0,1.1250569,1,2,1,0,2,2,0,2,2,0,1,2,1.3672704,1.8186021,0
0,0.0,1,0,-0.17799476,1,2,1,0,0,0,2,2,2,0,1,1,1.214385,0.23410924,1
0,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,3,0.50812125,-0.97207963,1
1,0.0,1,1,-0.1372744,1,2,1,0,0,2,0,0,2,0,1,2,0.8122301,0.18384677,1
0,0.0,1,1,-0.91096133,1,0,0,0,2,0,2,0,2,0,1,2,0.024538346,-0.73507124,0
1,0.0,0,1,0.4328107,0,1,0,2,2,2,0,0,0,0,1,2,-0.80802196,-0.16293557,0
1,0.0,1,0,-0.78880024,1,0,1,0,0,0,0,0,0,0,0,0,0.18905625,-0.63255966,0
0,0.0,1,0,0.4328107,1,0,0,2,0,2,2,2,2,2,1,2,0.46657634,0.52023226,0
1,0.0,1,1,-0.54447806,1,2,1,0,0,0,0,0,2,0,1,2,0.62777066,-0.36032116,1
1,0.0,1,1,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,2,0.84214246,-0.9676428,0
0,0.0,0,0,1.4915402,1,0,0,2,0,2,2,2,2,2,1,1,0.5878875,1.4451324,0
0,0.0,1,0,1.1657772,1,0,2,1,1,1,1,1,1,2,0,1,-1.479388,-0.4428558,0
1,0.0,1,0,0.4328107,1,2,0,2,2,0,2,0,0,0,0,0,0.0494653,0.27611604,0
0,0.0,1,0,-1.0738428,1,0,2,1,1,1,1,1,1,0,0,0,-1.5043149,-0.94283164,1
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,2,0,0,0,0,3,-0.4490738,-0.98479426,1
1,0.0,1,0,0.9621754,1,0,1,0,0,0,0,2,2,0,0,3,0.82884806,1.179207,0
0,0.0,1,0,1.5322605,0,1,0,2,2,2,2,2,2,2,0,0,-0.007035798,0.981402,0
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.63685685,-0.98728865,1
1,0.0,1,1,0.6771329,1,2,1,0,2,2,0,2,0,1,1,2,0.96013004,0.98813456,0
0,0.0,0,0,-1.0738428,1,0,0,0,0,0,2,0,0,0,1,0,-0.5022513,-0.88939047,1
0,0.0,1,1,-0.015113308,1,0,0,2,2,2,2,0,2,2,0,3,0.29374945,0.015422244,0
0,0.0,1,0,1.6137012,1,2,1,2,0,2,2,2,2,2,1,3,1.4952286,2.5576835,0
1,0.0,0,1,0.18848851,1,0,0,2,2,0,2,0,0,2,0,1,-0.11006721,0.009020788,0
0,0.0,1,0,1.4915402,1,0,1,2,2,0,2,2,2,1,1,1,1.3838882,2.1941469,0
0,0.0,1,0,-0.2594355,1,0,0,0,2,2,2,2,2,0,0,0,0.56960773,-0.08978238,0
0,0.0,1,1,1.0436162,1,2,1,0,2,2,0,2,2,1,1,1,1.3440051,1.7409679,0
1,0.0,0,0,-0.34087622,1,2,0,0,0,0,2,0,0,1,0,0,-0.3377334,-0.4589919,0
1,0.0,1,1,-1.1145631,1,0,2,1,1,1,1,1,1,1,0,2,-1.4694172,-0.9635149,0
1,0.0,1,1,-0.7073595,1,0,2,1,1,1,1,1,1,0,1,2,-1.4876969,-0.8802519,1
0,0.0,1,1,-0.09655403,1,0,2,1,1,1,1,1,1,2,0,3,-1.4976677,-0.74286336,0
0,0.0,1,0,0.9214551,1,2,0,2,2,0,2,0,0,1,1,1,0.04281811,0.5210269,0
0,0.0,1,0,-0.30015585,0,1,0,0,0,0,0,2,0,0,1,0,-1.0223938,-0.63083786,1
1,0.0,1,0,-0.91096133,1,0,1,0,2,2,2,2,0,0,1,3,0.92190874,-0.5950339,1
1,0.0,1,1,0.47353107,0,1,0,2,2,2,2,0,2,2,1,1,-0.35601318,0.041182585,0
0,0.0,0,0,0.59569216,1,0,0,2,2,0,2,0,0,1,1,3,-0.19481885,0.2344845,0
0,0.0,1,1,-0.78880024,1,0,1,0,0,0,0,2,2,0,0,2,0.7839796,-0.46757868,1
0,0.0,1,1,0.6771329,1,2,1,0,2,2,2,2,2,2,1,0,1.435404,1.3294204,1
0,0.0,1,0,1.2879384,1,0,1,2,0,0,2,2,2,1,1,3,1.0681468,1.7802376,0
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.5176092,-0.99898785,0
1,0.0,0,0,-0.50375766,1,0,0,0,0,0,2,0,0,0,0,3,-0.49061874,-0.56459385,0
0,0.0,1,0,0.18848851,0,1,0,2,0,0,2,2,0,2,0,2,-0.643504,-0.30409873,0
1,0.0,1,1,-0.09655403,1,2,1,0,0,0,0,2,0,0,0,2,0.68759537,0.100671984,0
0,0.0,0,0,0.22920887,1,2,0,2,2,2,0,2,2,1,0,0,0.64272684,0.3998628,0
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,3,0.322,-0.9745519,1
0,0.0,0,0,0.18848851,1,0,0,0,0,0,0,2,2,0,1,2,-0.00038860991,0.027938195,1
0,0.0,1,0,0.799294,0,1,0,2,2,2,2,2,2,2,0,1,0.0494653,0.4627516,0
1,0.0,0,1,1.5729809,1,0,0,2,2,2,2,2,0,2,1,1,0.40342805,1.4307401,0
1,0.0,0,0,-0.2594355,1,0,1,0,2,2,0,2,0,0,0,2,0.8321717,0.023567544,1
1,0.0,0,0,1.369379,1,2,0,2,2,2,0,0,2,2,1,1,0.3269854,1.1109763,0
1,0.0,1,0,1.6137012,1,2,1,2,2,2,2,2,2,2,1,1,1.7345275,2.7868335,0
1,0.0,0,1,-0.30015585,0,1,0,2,0,0,0,2,0,1,1,1,-0.8013748,-0.57894194,0
1,0.0,1,1,1.4915402,1,2,1,2,2,2,2,2,2,2,1,0,1.648114,2.3768754,0
1,0.0,1,1,0.84001434,1,2,0,2,2,0,0,0,2,2,0,0,0.16412929,0.6198963,0
0,0.0,0,0,-0.8295206,1,0,1,0,0,2,0,2,2,1,0,3,1.0216166,-0.515104,1
1,0.0,0,0,-0.2594355,1,0,1,0,0,2,2,2,2,0,1,2,1.1263098,0.11261401,0
1,0.0,0,0,-0.4630373,1,0,0,0,0,2,0,0,2,0,0,3,-0.10342003,-0.39217395,0
0,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,2,2,0,1,2,0.8172155,-0.9679739,0
1,0.0,0,0,0.6364125,1,2,1,2,0,0,2,0,2,0,1,2,1.0182929,0.9550898,0
