gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group
0,0.0,0,0,-1.1960039,1,0,0,0,0,0,0,2,0,0,1,2,-0.3510278,-0.94543636,0,1,0.5606,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.1,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.74807984,1,2,1,0,0,0,0,2,0,0,0,2,0.66599196,-0.47592264,0,1,0.5609,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.1,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,1,1,-0.6235625,-0.97011507,1,1,0.5595,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,3,0.17742367,-0.80100626,1,1,0.5602,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.78880024,1,2,0,2,0,2,0,2,2,0,0,2,0.46491456,-0.5679932,0,1,0.5597,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.30015585,1,2,1,0,2,0,0,2,0,0,1,2,0.8222009,-0.03786436,1,1,0.56,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2367243,1,1,0,0,0,0,2,0,0,0,1,0,-1.1603229,-0.97404426,1,1,0.5597,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.7073595,1,2,1,0,0,0,0,0,0,0,1,0,0.33695617,-0.51859164,1,1,0.5596,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2367243,1,2,0,0,2,0,0,0,0,0,0,1,-0.27292332,-0.9552151,0,1,0.5602,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,56.0,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-1.1960039,0,0,1,0,2,0,0,0,0,0,0,0,0.3269854,-0.9018844,0,1,0.5591,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.9,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-0.05583367,1,2,1,0,2,0,0,2,2,0,1,2,1.1695164,0.39942133,1,1,0.5588,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,1,-0.6169153,-0.9870238,1,1,0.5588,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.9,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,0,0,0,2,0,0,0,0,0,1,3,-0.46901536,-0.98505914,1,1,0.5591,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.9,Email,0.5,0.15,4,Control
0,0.0,1,0,-0.78880024,1,2,1,0,2,2,0,2,0,0,1,2,0.9750862,-0.47075734,1,1,0.5579,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.8,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.1960039,1,0,1,0,2,0,2,0,0,0,1,2,0.5064595,-0.90089107,0,1,0.5576,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,0,-0.6484894,-0.98744315,0,1,0.5577,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.66663915,1,2,1,0,0,0,0,0,0,0,1,1,0.33197078,-0.50883496,0,1,0.5567,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.7,Email,0.5,0.15,4,Control
0,0.0,1,0,-0.09655403,1,2,1,0,2,0,0,2,0,0,1,2,0.8404807,0.15243548,0,1,0.5574,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,2,0,2,0,0,0,0,0,2,0.52141565,-0.9468932,0,1,0.5564,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.21871513,1,0,1,2,0,2,0,2,2,0,1,2,1.2127233,0.20861378,1,1,0.5565,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.64516586,-0.987399,0,1,0.5565,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.8295206,1,2,1,0,0,0,2,0,0,0,0,1,0.4915033,-0.58437216,0,1,0.5558,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.30015585,1,2,1,0,2,0,0,0,2,0,1,2,0.82884806,-0.041661087,1,1,0.5562,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.64682764,-0.9874211,0,1,0.5565,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.65181303,-0.9874873,0,1,0.5565,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2367243,1,1,0,0,0,0,0,2,2,0,0,2,-0.6700928,-0.9645524,1,1,0.5555,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.6,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-1.0331224,0,0,1,0,0,0,0,0,0,0,1,2,0.14086413,-0.783634,1,1,0.5546,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.025607055,1,2,1,0,2,0,0,2,2,0,0,2,1.1711782,0.45855755,0,1,0.5538,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.05583367,1,2,1,0,0,0,0,0,0,0,1,2,0.30372024,-0.028593287,1,1,0.5545,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.4,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.1960039,1,0,0,0,0,0,0,0,0,0,1,2,-0.64516586,-0.9449507,1,1,0.5536,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.4,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.62591875,0,2,1,0,0,2,0,2,2,0,1,1,1.1861345,-0.2911413,1,1,0.5536,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.4,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,0,3,0.35523593,-0.7951787,1,1,0.5537,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.62591875,1,2,1,2,2,0,0,2,0,0,0,2,0.985057,-0.29332662,1,1,0.5534,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.3,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,2,1,2,0,0,0,0,2,0,1,3,0.8637458,-0.9302715,0,1,0.5528,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827116,-0.9985243,1,1,0.5517,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827116,-0.9985243,1,1,0.5517,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.7073595,1,0,1,0,0,2,0,2,0,0,0,2,0.649374,-0.429788,1,1,0.5522,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.91096133,1,2,0,0,0,0,0,2,2,0,0,1,0.24555735,-0.6567748,1,1,0.552,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4843733,-0.99854636,1,1,0.5517,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.1960039,1,0,1,0,0,2,2,0,0,0,1,1,0.5097831,-0.9113762,1,1,0.5525,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.78880024,1,0,1,0,2,2,0,0,0,0,1,2,0.54468083,-0.58699894,1,1,0.5509,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.17742367,-0.9448845,0,1,0.5511,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-0.17799476,1,2,1,0,0,0,2,2,2,0,0,1,1.214385,0.23410924,1,1,0.5511,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.015113308,1,2,1,0,0,0,0,2,2,0,1,2,0.94517386,0.28655702,1,1,0.5512,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.74807984,1,0,1,0,2,0,0,0,2,0,1,2,0.7158459,-0.4860546,1,1,0.5509,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,2,2,0,0,2,0,0,1,2,0.8770402,-0.9330308,0,1,0.5513,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.09655403,1,2,1,0,0,0,0,2,2,0,1,1,0.97342443,0.2580595,1,1,0.5498,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.0738428,0,0,1,0,0,2,0,0,0,0,0,2,0.32033822,-0.8157737,1,1,0.5495,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.0,SMS,1.0,0.25,3,Treatment
0,0.0,1,0,0.59569216,1,0,1,0,0,2,0,0,2,0,0,2,0.68261,0.7786524,1,1,0.5501,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.0,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-0.21871513,1,2,1,0,2,2,0,0,2,0,0,2,1.0232784,0.10078235,1,1,0.5505,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,55.0,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,-1.0331224,1,0,1,0,2,0,2,2,0,0,1,2,0.8305099,-0.7386472,1,1,0.5486,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.05583367,1,2,1,0,2,0,0,0,0,0,1,2,0.52141565,0.064978346,0,1,0.5493,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.9,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.0331224,1,0,1,0,0,2,0,0,0,0,0,0,0.34526518,-0.7880488,1,1,0.5488,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.8295206,1,2,1,0,0,0,0,0,0,0,0,1,0.28377867,-0.6418528,0,1,0.5477,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.8,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.34087622,1,2,1,0,2,0,0,2,0,0,0,1,0.85709864,0.0002794884,1,1,0.5481,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.8,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.4630373,1,2,1,0,2,2,0,2,2,0,0,2,1.3157547,-0.004444345,0,1,0.5477,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.8,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.78880024,1,0,1,0,0,2,0,0,0,0,0,2,0.3170146,-0.5922746,1,1,0.5483,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.8,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,0.22920887,1,2,1,0,0,0,2,2,2,0,0,2,1.1562221,0.6411756,1,1,0.5476,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.8,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.2594355,1,0,1,0,0,0,0,2,2,0,1,0,0.7989358,-0.0033406455,1,1,0.5472,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,2,0,0,3,-0.30117387,-0.9828297,1,1,0.5473,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.7,SMS,1.0,0.25,4,Control
1,0.0,0,0,-0.992402,0,0,1,0,2,0,0,0,0,0,1,2,0.3236618,-0.7396406,1,1,0.5466,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.7,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.66663915,1,2,1,0,0,2,0,2,0,0,1,0,0.86540765,-0.370718,0,1,0.5473,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.1372744,0,0,1,0,0,2,2,2,2,0,0,1,1.1312952,0.23185769,0,1,0.5464,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-1.1960039,1,1,0,0,0,0,0,0,0,0,0,2,-1.3132082,-0.98141694,1,1,0.5463,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1145631,1,0,1,0,2,0,2,0,2,0,0,2,0.8172155,-0.8035889,1,1,0.5464,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.8702409,1,2,1,0,0,0,0,0,0,0,1,2,0.34858876,-0.61509913,0,1,0.5462,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,0.14776814,1,2,1,0,0,0,0,0,2,0,1,2,0.6693156,0.34668657,1,1,0.5462,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,0.14776814,1,2,1,0,0,0,0,0,2,0,1,2,0.6643302,0.33915934,1,1,0.5462,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,2,1,0,2,2,0,0,2,0,1,2,1.0133076,-0.55642647,0,1,0.5458,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,0,0.17410007,-0.93985164,1,1,0.5456,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.6,Email,0.5,0.15,4,Control
1,0.0,1,0,0.22920887,1,2,1,0,2,2,0,2,2,0,0,2,1.2575917,0.7625605,0,1,0.5449,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.5,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.0738428,1,0,1,0,0,0,0,0,0,0,1,2,0.14418773,-0.8153764,0,1,0.545,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.5,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.05583367,1,0,1,0,0,2,2,2,2,0,1,2,1.1346188,0.27785987,1,1,0.5453,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.5,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.0738428,1,2,0,0,0,0,0,0,0,0,1,1,-0.52551645,-0.88678575,0,1,0.5452,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.5,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-0.62591875,1,2,1,0,0,0,0,2,2,0,0,2,0.9235705,-0.29456276,0,1,0.5439,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.4,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.74807984,1,2,1,0,2,0,0,0,2,0,0,0,0.8687312,-0.4515971,1,1,0.5443,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.4,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.1960039,0,0,1,0,0,2,0,0,2,0,1,1,0.6959043,-0.8940702,0,1,0.5437,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,1,0,0,0,0,0,0,0,0,0,3,-1.3464441,-0.96501595,1,1,0.543,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.3,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,1.5322605,1,2,1,0,2,2,0,2,2,0,1,2,1.2692243,2.1277483,1,1,0.5424,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.21871513,1,2,1,0,0,0,0,2,2,0,1,0,1.0249401,0.1383302,0,1,0.5422,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.91096133,1,0,1,0,0,0,0,0,2,0,0,0,0.5147685,-0.63392824,1,1,0.5418,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.7073595,1,2,1,0,2,0,0,0,2,0,1,2,0.83383346,-0.37833354,1,1,0.5419,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.2,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.4630373,1,0,1,0,2,2,2,2,2,0,1,2,1.264239,-0.07583162,1,1,0.5411,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.30015585,0,2,1,2,2,0,0,2,2,0,0,3,1.264239,0.16700432,1,1,0.5409,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.1,SMS,1.0,0.25,3,Treatment
1,0.0,0,0,-0.992402,1,0,1,0,0,0,0,0,0,0,1,3,0.17742367,-0.76401025,1,1,0.5407,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.1,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,0,-0.67840177,-0.9878405,1,1,0.5407,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.1,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4694172,-0.9983477,1,1,0.5397,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.992402,1,0,1,0,0,0,0,2,0,0,1,1,0.52141565,-0.74983877,1,1,0.54,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.39209032,1,2,1,0,2,2,0,2,2,0,1,0,1.329049,0.9012955,1,1,0.5405,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,0,3,0.1608057,-0.9158572,0,1,0.5403,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.2367243,1,0,1,2,0,0,0,0,0,0,1,2,0.36354494,-0.92389214,1,1,0.5396,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.471079,-0.99836975,1,1,0.5397,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.9516817,1,0,1,0,0,0,2,2,2,0,1,0,1.0349109,-0.6421177,0,1,0.5404,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1552835,1,2,1,2,0,0,0,2,0,0,0,2,0.86042225,-0.8449776,0,1,0.5401,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.471079,-0.99836975,0,1,0.5397,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,54.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.61359173,-0.9869796,1,1,0.5394,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.9,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.66663915,1,0,1,0,2,2,0,2,0,0,0,1,0.8205391,-0.3759937,1,1,0.5386,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,0.55497175,1,2,1,0,2,2,0,2,2,0,0,2,1.3190782,1.1398711,0,1,0.5387,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.9,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,0.22920887,1,2,1,0,2,2,0,2,0,0,1,2,0.993366,0.5926349,1,1,0.5376,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2367243,1,2,0,0,2,0,0,0,0,0,0,3,-0.3443806,-0.9570473,1,1,0.5381,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,SMS,1.0,0.25,4,Control
0,0.0,1,0,-0.21871513,1,2,1,2,0,0,2,2,2,0,1,0,1.3140929,0.25863343,1,1,0.5385,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,0,2,0.18739446,-0.8833643,1,1,0.5383,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,0,2,0.17576188,-0.87382835,0,1,0.5383,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.74807984,0,2,1,0,0,0,2,2,0,0,0,2,0.89365816,-0.43305495,1,1,0.538,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,SMS,1.0,0.25,3,Treatment
1,0.0,1,0,-0.015113308,1,2,1,0,0,0,0,0,0,0,1,2,0.33695617,0.009462267,1,1,0.5378,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,0.71785325,1,2,1,0,0,0,0,2,2,0,1,2,1.0282637,1.1190554,1,1,0.5362,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,0,0.1657911,-0.94360423,1,1,0.5362,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.5851984,1,2,1,0,0,0,0,0,0,0,1,2,0.3120292,-0.41329873,0,1,0.5361,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.6,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.17799476,1,2,1,0,2,0,2,2,2,0,0,2,1.3639467,0.31613618,0,1,0.5359,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.6,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,2,2,1,1,1,1,1,1,0,1,3,-1.3530914,-0.9968025,1,1,0.5362,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.30015585,1,2,1,0,0,0,0,0,2,0,1,2,0.66599196,-0.10527832,1,1,0.5347,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.5,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.015113308,1,0,1,0,0,0,2,2,2,0,0,2,1.0448817,0.39798653,1,1,0.5339,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.4,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-1.0331224,1,1,0,0,0,0,0,0,0,0,1,2,-1.331488,-0.94161755,0,1,0.5339,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.1372744,1,2,1,0,0,0,2,2,2,0,1,2,1.1263098,0.25642604,1,1,0.5343,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.4,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.015113308,1,2,1,2,0,0,0,2,2,0,1,1,1.1562221,0.40736797,1,1,0.5339,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.4,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.8807347,1,2,1,0,0,2,0,2,2,0,1,1,1.1396041,1.3305242,0,1,0.5335,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.4,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2774446,0,0,0,0,0,0,0,0,0,0,1,2,-0.6567984,-0.98755354,0,1,0.5333,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.4630373,1,2,1,2,0,2,0,2,2,0,1,3,1.2991366,-0.029542468,0,1,0.5329,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.6867108,-0.98795086,1,1,0.5329,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,53.3,Email,0.5,0.15,4,Treatment
